Kenmerk,Onderwerp,Toelichting
ERP,[facturatiecockpit abonnementen] Verkoopfacturen genereren uit abonnement module mislukt door ontbrekende factuurdatum of btw-code.,"Probleembeschrijving: We proberen uit de abonnement module verkoopfacturen te genereren, deze lopen nu fout maar er zijn er 631 aangemaakt en 106 nog niet. Dit loopt fout door onderstaande foutmelding. We willen met spoed dat deze 105 of 106 (mag ook zonder de factuur die fout) eruit kunnen gaan. echter deze staan niet meer via ""abonnementen automatisch genereren"" klaar. Hoe kunnen we deze z.s.m. klaar zetten. We hebben al geprobeerd de BTW code van de klant van de foutmelding aan te passen (staat nu weer terig in oude stand) maar we weten niet hoe we het moeten aanzwengelen dat de rest doorgaat. De abonnementen module is wel bijgewerkt, alle regels hebben al een datum ""gefactureerd tot 31-05-2025) Aanvullende details: - Kun je de volledige foutmelding delen? Het lijkt erop dat deze is afgebroken. - De levering van KPN1 (KPN1) aan debiteur (10624) kan niet worden gefactureerd. De factuurdatum is niet ingevuld, of de vereiste btw-code is niet ingericht. Voeg een btw-code toe met de volgende gegevens: - Land: NL - Inkoop / verkoop: Verkoop - Btw-plicht: Verkopen binnen EU (3) - Land tarief: NL - Diensten berekening: Ja ================================================================ Description....: General message: De levering van KPN1 (KPN1) aan debiteur (10624) kan niet worden gefactureerd. De factuurdatum is niet ingevuld, of de vereiste btw-code is niet ingericht. Voeg een btw-code toe met de volgende gegevens: - Land: NL - Inkoop / verkoop: Verkoop - Btw-plicht: Verkopen binnen EU (3) - Land tarief: NL - Diensten berekening: Ja Type...........: AntaErr.EnumeratedException HResult........: -2147180996 (0x80049e3c) Source.........: AntaErr --------------- FieldId........: VaRc --------------- FieldId........: BiId ================================================================ at void AfasFbOrderFunc.CMain.FillVatCode(Props parDetailProps, Props parMainProps) in C:/Dev/profit-release/08/src/Financial Basic/Business Components Projects/AfasFbOrderFunc/Class Modules/CMain.vb:line 2263 at AfasFbSalesOrder.CFbOrderValHelper.HandleValueValidationDetail(Prop parProperty, Props parProperties) in C:\Dev\profit-release\08\src\Financial Basic\Classes\CFbOrderValHelper.vb:line 8792 --- End of stack trace from previous location --- at AfasFbSalesOrder.CFbOrderValHelper.HandleValueValidationDetail(Prop parProperty, Props parProperties) in C:\Dev\profit-release\08\src\Financial Basic\Classes\CFbOrderValHelper.vb:line 9320 at AntaDataBuffer.Prop.set_Value(Object Value) in C:\Dev\profit-release\08\src\Anta\Projects\Object Projects\Anta Data Buffer\Prop.vb:line 673 at AfasFbSalesOrder.CFbOrderValHelper.HandleValueValidationBiId(Prop parProperty, Props parProperties) in C:\Dev\profit-release\08\src\Financial Basic\Classes\CFbOrderValHelper.vb:line 9830 at AfasFbSalesOrder.CFbOrderValHelper.HandleValueValidationDetail(Prop parProperty, Props parProperties) in C:\Dev\profit-release\08\src\Financial Basic\Classes\CFbOrderValHelper.vb:line 8069 --- End of stack trace from previous location --- at AfasFbSalesOrder.CFbOrderValHelper.HandleValueValidationDetail(Prop parProperty, Props parProperties) in C:\Dev\profit-release\08\src\Financial Basic\Classes\CFbOrderValHelper.vb:line 9320 at AntaDataBuffer.Prop.set_Value(Object Value) in C:\Dev\profit-release\08\src\Anta\Projects\Object Projects\Anta Data Buffer\Prop.vb:line 673 at AfasFbAutoInvoiceUpd.PSInvProject.CreateInvoiceLine(Props parLtiProps, Boolean parVatRefAlt) in C:\Dev\profit-release\08\src\Financial Basic\Parameter Component Projects\AfasFb AutoInvoiceUpd Param component\Class Modules\PSInvProject.vb:line 1545 at AfasFbAutoInvoiceUpd.PSInvProject.CreateInvoicesPerInvoiceGroup(Int32 parTotPos, Int32 parTotCnt, Boolean parFilterGuid, Boolean parFilterView) in C:\Dev\profit-release\08\src\Financial Basic\Parameter Component Projects\AfasFb AutoInvoiceUpd Param component\Class Modules\PSInvProject.vb:line 341 --- End of stack trace from previous location --- at AfasFbAutoInvoiceUpd.PSInvProject.CreateInvoicesPerInvoiceGroup(Int32 parTotPos, Int32 parTotCnt, Boolean parFilterGuid, Boolean parFilterView) in C:\Dev\profit-release\08\src\Financial Basic\Parameter Component Projects\AfasFb AutoInvoiceUpd Param component\Class Modules\PSInvProject.vb:line 515 at AfasFbAutoInvoiceUpd.PSInvProject.Execute(AntaObject parAntaObject) in C:\Dev\profit-release\08\src\Financial Basic\Parameter Component Projects\AfasFb AutoInvoiceUpd Param component\Class Modules\PSInvProject.vb:line 133 --- End of stack trace from previous location --- at AfasFbAutoInvoiceUpd.PSInvProject.Execute(AntaObject parAntaObject) in C:\Dev\profit-release\08\src\Financial Basic\Parameter Component Projects\AfasFb AutoInvoiceUpd Param component\Class Modules\PSInvProject.vb:line 157 at AntaComponentGateway.Client.ExecuteParam(AntaObject parAO) in C:\Dev\profit-release\08\src\Anta\Projects\Object Projects\Anta Data Buffer\ComponentGateway\Client.vb:line 60 at AfasFbAutoInvoiceUpd.PClientAutoInv.Execute_Invoices() in C:\Dev\profit-release\08\src\Financial Basic\Parameter Component Projects\AfasFb AutoInvoiceUpd Param component\Class Modules\PClientAutoInv.vb:line 283 at AfasFbAutoInvoiceUpd.PClientAutoInv.Execute() in C:\Dev\profit-release\08\src\Financial Basic\Parameter Component Projects\AfasFb AutoInvoiceUpd Param component\Class Modules\PClientAutoInv.vb:line 117 at AfasFbBatchService.JSFbServer.ExecParamComponent(IParamClient parObject, Object parArchive, Boolean parHasProgress, String parSystemId, String parParamId) in C:\Dev\profit-release\08\src\Financial Basic\Projects\AfasFbBatchService\Class Modules\JSFbServer.vb:line 410 at AfasFbBatchService.JSFbServer.ExecBatchJob(String parJobId, DataSet parDataSet, Int32 parBatchJobTypeId, Object parArchive) in C:\Dev\profit-release\08\src\Financial Basic\Projects\AfasFbBatchService\Class Modules\JSFbServer.vb:line 217 --- End of stack trace from previous location --- at AfasFbBatchService.JSFbServer.ExecBatchJob(String parJobId, DataSet parDataSet, Int32 parBatchJobTypeId, Object parArchive) in C:\Dev\profit-release\08\src\Financial Basic\Projects\AfasFbBatchService\Class Modules\JSFbServer.vb:line 358 at AfasFbBatchService.JSFbServer.ExecuteBatch(String parJobId, String parUserIdQueued) in C:\Dev\profit-release\08\src\Financial Basic\Projects\AfasFbBatchService\Class Modules\JSFbServer.vb:line 103 --- End of stack trace from previous location --- at AfasFbBatchService.JSFbServer.ExecuteBatch(String parJobId, String parUserIdQueued) in C:\Dev\profit-release\08\src\Financial Basic\Projects\AfasFbBatchService\Class Modules\JSFbServer.vb:line 130 at Afas.Profit.BatchService.Core.Common.<>c__DisplayClass3_0.<<StartJob>b__0>d.MoveNext() --- End of stack trace from previous location --- ================================================================ Landmark.......: AfasFbOrderFunc.CMain.FillVatCode [516E23A1] --------------- Landmark.......: CFbOrderValHelper.HandleValueValidationDetail [25350A2D] FieldId........: VaRc Interne value..: U Interne item...: 1536 OrderType......: 05 --------------- Landmark.......: CFbOrderValHelper.HandleValueValidationDetail [25350A2D] FieldId........: BiId Interne value..: 1536 Interne item...: 1536 OrderType......: 05 --------------- Landmark.......: AfasFbAutoInvoiceUpd.PSInvProject.CreateInvoicesPerInvoiceGroup [079A0EAA] --------------- Landmark.......: AfasFbAutoInvoiceUpd.PSInvProject.IParamServer_Execute [07980DB7] --------------- Landmark.......: AfasFbBatchService.JSFbServer.ExecBatchJob [56C82D2E] --------------- Landmark.......: AfasFbBatchService.JSFbServer.IJobServer_ExecuteBatch [6B0B16D0] ================================================================ Version........: 2.9.1400.8 EnvironmentId..: O96573AA UserId.........: 96573.SMA AppMode........: 0 Time...........: 12-05-2025 15:06:56.786 +02:00 Session........: AFAS\96573.SMA on AFAS\XENAPPP35019$ UnitId.........: 3 MemberId.......: 96573 MemberNumber...: 96573 - Kun je aangeven welke stappen je hebt doorlopen om de facturen te genereren? - we hebben de abonnementregels bijgewekt met de data die gefactureerd moet worden en we hebben in openstaande facuren gedrukt op ""automatisch genereren"" - Heb je gecontroleerd of er specifieke instellingen of beperkingen zijn bij de debiteur met foutmelding? - ja, maar weten niet hoe we deze kunnen oplossingen of deze kunnen negeren en de rest inlezen. Dan doen we deze wel handmatig"
ERP,[Scan en herken] Geen tekst- of bedragveld selecteren in PDF bij e-factuur bewerking.,"Probleembeschrijving: Als ik met scan- en herken wil gaan werken, en via e-factuur een ingelezen factuur wil bewerken, kan ik in de PDF geen tekst- of bedragveld selecteren, om dan vervolgens met de rechtermuisknop het scherm te zien zoals in de bijlage rood omcirkeld. Kan hierover niets terugvinden in jullie helpteksten. Aanvullende details: - Kun je aangeven wat er wel gebeurt wanneer je probeert een veld te selecteren? - Er gebeurt letterlijk niets - Heb je de bijlage toegevoegd waarin de rode omcirkeling zichtbaar is? - Ja - Sinds wanneer speelt dit probleem of is dit de eerste keer dat je dit probeert te gebruiken? - Eerste keer dat ik het probeer te gebruiken"
ERP,Foutmelding bij inlezen doorberekeningen door niet-verwijzing naar Veld 9 (credit).,"Probleembeschrijving: Ter attentie van Dennis van Woensel Wij krijgen bij het inlezen van doorberekeningen uit SpendCloud Kas & Pas een foutmelding gekregen op 2 regels waarbij Veld 9 (credit) gevuld is. In het script wordt niet verwezen naar Veld 9 daarom werkt het niet. Ik heb in de testomgeving geprobeerd regels toe te voegen gelijk aan die van Veld_8 echter werkt dit niet. Nu opgelost door de creditbedragen in Veld 8 in te vullen met een min-teken ervoor. Kan het ook anders opgelost worden? Zie script bij geüpload bestand Aanvullende details: - Kun je precies aangeven welke foutmelding je krijgt bij het inlezen van de doorberekeningen? - Zie boven bij foutmelding - Kun je toelichten of de oplossing met het min-teken in Veld 8 functioneel voldoet aan je wensen? - ja voldoet functioneel, maar is extra handeling - Kun je uitleggen wat de gewenste situatie is voor het verwerken van deze gegevens? - Aanpassen script?"
HRM,[Onboarden] Weergave 'Te onboarden sollicitanten' en 'Onboarden workflows',"Probleembeschrijving: Goedemiddag, Op de portaalpagina onboarden zie ik 2 overzichten staan: Onboarden workflows en Te onboarden sollicitanten. Wat zijn de filters achter deze pagina's? Aanvullende details: - Kun je specificeren in welke omgeving of module van AFAS dit probleem speelt? - Nee - Weet je of de filters standaard zijn ingesteld, of dat deze aangepast kunnen worden? - Standaard - Wil je weten hoe de huidige filters werken, of ben je op zoek naar een mogelijkheid om ze aan te passen/veranderen? - Huidige"
HRM,[Onboarden] Onboarding sollicitant verschijnt niet in de weergave te onboarden sollicitanten.,"Probleembeschrijving: Ik heb op onze testomgeving onboarding een sollicitant laten solliciteren via een vacature. In de sollicitatie workflow zit een actieknop registeren onboarden. Ik verwacht dat de sollicitant daarna in de weergave te onboarden sollicitanten terecht komt. Maar dat is niet zo. Als ik een sollicitant aanklik. Dan kom ik daarna op deze pagina terecht. https://89957.insitetest.afas.online/onboarding/sollicitant-zonder-sollicitatie-stamkaart-prs?EmId=1017082&BcId=20866 Eerder werd aangegeven dat bij de profielen voor aanvullende gegevens enkel sollicitant zonder sollicitatie gekoppeld kan worden. Omdat onboarden zowel voor de sollicitant met en zonder kan. Dan zou ik verwachten dat de sollicitant ook in deze weergave komt. Of moet ze dan toch via de oude manier en de oude 'sollicitant stamkaart? Ik heb een filmpje gemaakt die mijn vraag hopelijk iets verduidelijkt. Aanvullende details: - Kun je aangeven welke stappen je precies doorloopt vanaf de sollicitatie tot aan het probleem? - Ik doorloop de hele sollicitatieworkflow. Als deze is afgerond dan wil ik de het onboarden opstarten vanaf de pagina te onboarden sollicitaten - Wordt er een specifieke foutmelding getoond of gebeurt er iets onverwachts? - Ik kan de sollicitant daar niet vinden - Heeft dit proces eerder gewerkt en zo ja, is er sindsdien iets gewijzigd in de workflow of instellingen? - Nee nieuwe inrichting van onboarden"
HRM,Unexpected agency foutmelding bij registreren onboarden,
HRM,[parameter] [hoog][laag] Premie Aof aanpassen,"Probleembeschrijving: Aof laag moet toegepast worden bij één van de drie BV's. Echter bij de aanpassing welke ik dacht dat correct was, heeft er geen verandering plaatsgevonden en wordt vooralsnog aof hoog toegepast. Ik zou het op prijs stellen wanneer er iemand met mij mee kan kijken wat ik aan zou moeten passen zodat aof laag toegepast wordt. Aanvullende details: - Kun je aangeven welke stappen je hebt doorlopen om de aanpassing te maken? - aof hoog op nee gezet - Bij welke BV speelt dit probleem precies? - Gaston Schul Facilities BV - Kun je bevestigen of de wijziging in de instellingen correct is opgeslagen? - ja"
HRM,[Rooster] Rooster wijzigen geeft de melding: Het rooster kan niet worden aangepast vanwege de volgende reden(en): Het rooster bevat meerdere roosterblokken op één dag.'.,"Probleembeschrijving: Wat betekent de melding: Het gekozen rooster kan wel worden opgeslagen, maar niet worden aangepast in InSite. Het rooster kan niet worden aangepast vanwege de volgende reden(en): - Het rooster bevat meerdere roosterblokken op één dag. Op de Help is hier eigenlijk niets over terug te vinden, en we kunnen het rooster van deze medewerker nu niet aanpassen. Aanvullende details: - Kun je aangeven welk rooster je probeert aan te passen? - Rooster van medewerker Marjon Keizers - Bevat het rooster inderdaad meerdere roosterblokken op één dag? - Geen idee - Heb je geprobeerd om de roosterblokken te combineren of aan te passen in Profit? - Ik weet niet hoe of wat dit is."
HRM,"[Vakantietoeslag] Vakantiegeld ontbreekt op loonstrook van medewerker, uurloner naar vaste medewerker","Probleembeschrijving: Medewerker welke eerder was ingericht als uurloner en inmiddels - per 1 februari - als vaste medewerkers is aangemerkt, krijgt geen vakantiegeld op zijn loonstrook te zien. Wanneer wij kijken bij de parameters, staan daar vele extra componenten die andere medewerkers niet hebben. Wij krijgen deze niet verwijderd. Zou u kunnen aangeven welke acties wij moeten ondernemen om te zorgen dat het vakantiegeld wordt uitbetaald over de maanden februari tm mei? Zou u ons zsm kunnen bellen op telefoonnummer: 088-7070734 (Ilja Arnoldus) Aanvullende details: - Kun je aangeven welke looncomponenten precies extra zichtbaar zijn bij deze medewerker? - zie afbeelding (betreft zeer veel extra looncomponenten) - Wat is het stamnummer van het looncomponent dat betrekking heeft op het vakantiegeld? - zie afbeelding (betreft zeer veel extra looncomponenten) - Heb je gecontroleerd of de medewerker correct is gekoppeld aan de juiste CAO en pensioenregeling? - ja"
ERP,Lid van gebruikersgroep SJG-FA+ kan geen facturen toevoegen aan activadossier.,"Probleembeschrijving: Een gebruiker lid van de gebruikersgroep SJG-FA+ kan ondanks de autorisatie binnen de vaste activa geen facturen toevoegen aan het activadossier van een activum ondanks dat naar mijn weten de autorisaties zijn open gezet (zie bijlage) Aanvullende details: - Kun je precies aangeven welke stappen de gebruiker doorloopt en op welk scherm dit probleem zich voordoet? - financieel-actief-een regels van een actief - tabblad dossier - Is het probleem specifiek voor deze gebruiker of speelt het bij meerdere gebruikers in dezelfde groep? - alle gebruikers binnen de groep - Kun je bevestigen of er recent wijzigingen zijn aangebracht in de autorisaties of instellingen? - ze konden het voorheen niet, dus ik heb de groep autorisaties toegevoegd welke mijn inziens nodig zijn. Echter deze voldoen niet."
HRM,[Autorisatie] Medewerker krijgt 'No data to be shown' bij contractverlenging in InSite.,"Probleembeschrijving: Goedemiddag! Bij Cordaid kunnen medewerkers in laag 7 contracten verlengen en beeindigen in InSite. Wanner onze medewerkers Esther Birhega dit probeert te doen, krijgt ze de melding 'No data to be shown'. We hebben gekeken naar het organigram en haar rollen in de autorisatietool, maar alles lijkt te zijn ingesteld zoals het zou moeten. Hebben wij iets over het hoofd gezien? Aanvullende details: - Speelt dit probleem ook bij andere medewerkers met dezelfde functies en rechten? - Nee - Kun je precies aangeven bij welke stappen of acties de melding 'No data to be shown' verschijnt? - https://81204.afasinsite.nl/ Klik op de tab Country Office Klik op Contract renewal of End of contract Bij beiden krijgt ze de melding 'No data to be shown' - Zijn de autorisatierollen van Esther Birhega exact hetzelfde als van andere medewerkers op dezelfde functie, en kun je dit bevestigen? - Ja, om contracten te kunnen verlengen moeten ze de rol 'Country Offices mutatie gebruikers' hebben. Op screenshot 4 is te zien dat zij ook in deze gebruikersgroep zit"
ERP,Foutmelding bij handmatig boeken in P1 2026: teller nog niet ingesteld.,"Probleembeschrijving: t.a.v. Dennis van Woensel, Teller boekstuk dagboek Memoriaal. Wij willen wat handmatig boeken in P1 2026 en krijgen wij foutmelding dat teller nog niet is ingesteld voor 2026? Terwijl bij tellers wel aangevinkt is Na einddatum automatisch nieuwe reeks toevoegen. Aanvullende details: - Kun je bevestigen of de optie 'Na einddatum automatisch nieuwe reeks toevoegen' correct is ingesteld voor het specifieke dagboek? - ja - Heb je gecontroleerd of de tellerreeks voor het memoriaal dagboek daadwerkelijk is aangemaakt voor 2026? - ja - Kun je aangeven welke stappen precies zijn gevolgd toen de foutmelding verscheen? - Boeken Dagboek Memo Boekjaar 2025 Periode Januari (1)"
ERP,[FiInvoice / FiEntries] Foutmelding 500 bij het ophalen van een inkoopfactuur via AFAS Connect: Object reference not set to an instance of an object.,"Probleembeschrijving: Hoi Femke, Ik probeer via AFAS Connect een xml van een inkoopfactuur in de testomgeving van Profit (BA) te krijgen, maar krijg daarbij steeds dezelfde foutmelding (500). De xml is gebaseerd op het bericht van Filelinx. De connector, de xml en de autorisaties heb ik even gecheckt, maar ik zie daar geen issues. Zou je hier eens naar willen kijken, wat het probleem is? Alvast bedankt. Mvg, Ronald Aanvullende details: - Kun je precies aangeven welke stappen je doorloopt voordat de foutmelding verschijnt? - Connector ingericht. Afas Connect xml geladen Foutmelding bij uitvoeren - Sinds wanneer speelt dit probleem, en werkte het eerder wel? - Vandaag eerste test Voorheen niet getest - Zijn er recente wijzigingen in de testomgeving of in de configuratie van AFAS Connect? - Nee, alleen de connector ingericht voor Afas connect + token toegevoegd."
ERP,"Toevoegen van BTW-codering met percentage 0,00 in SpendCloud zonder mutatie.","Probleembeschrijving: t.a.v. Dennis van Woensel mag op agenda voor maandag 18-05-2025 BTW terugvordering nu hebben wij keuze uit 1 niet terugvorderbaar en 2 Volledig ik wil hier graag toevoegen 3 BTW codering BTW-terugvorderingspercentage 0,00 en 4 BTW ProRata nu nog met BTW-terugvorderingspercentage 0,00, deze laatste nog blokkeren pas gebruiken als wij daar toe besluiten. Dit willen wij graag om vanuit SpendCloud de BTW codering mee te geven zonder dat hier een BTW mutatie (bedrag) wordt geboekt. Aanvullende details: - Kun je precies aangeven waar in het systeem deze aanpassing moet worden doorgevoerd? - Financieel/Btw/icp/inrichting/Btw-terugvordering - Welke stappen volg je momenteel om de BTW-codering te verwerken? - zie hierboven - Wat is de gewenste werking van optie 4 (BTW ProRata) als deze niet geblokkeerd is? - BTW codering juist vast leggen"
HRM,[Solliciteren] Werking actie Sollicitant en Portaltoegang bijwerken,"Probleembeschrijving: Ik ben bezig met de migratie naar de nieuwe onboarden workflow. Allemaal niet zo heel spannend qua inrichting, maar er is wel wat onduidelijkheid over de sollicatie workflow. De help zegt hierover: Maak je gebruik van de workflow Sollicitatie (-44)? Pas deze dan aan. Er zijn nieuwe speciale acties bijgekomen. Je kan gebruik maken van de speciale actie Sollicitant en portaltoegang bijwerken. Met deze actie worden de gegevens van de persoon en de sollicitant bijgewerkt op basis van de gegevens die zijn ingevuld bij de sollicitatie. Daarnaast wordt er ook portaltoegang verleend, maar er wordt nog geen mail met inloggegevens naar de sollicitant verzonden. Laat je inspireren door de twee workflows die AFAS standaard meelevert: Sollicitatie met e-mail portaltoegang (Profit) Sollicitatie zonder e-mail portaltoegang (Profit) Mijn vragen zijn de volgende: 1) In de oude sollicitatie workflow (Sollicitatie (Profit)), wordt gebruik gemaakt van de actie ""Aanmaken sollicitant"". In de nieuwe workflows wordt deze actie niet meer gebruikt, maar wordt gebruik gemaakt van de actie ""Sollicitant en portaltoegang bijwerken"". Het helpartikel over de twee nieuwe workflows geven niet aan wanneer de sollicitant wordt aangemaakt in deze nieuwe workflows. Wel staat er: Automatisch registreren. Met behulp van deze workflowactie worden de gegevens van de persoon en de sollicitant bijgewerkt op basis van de gegevens die zijn ingevuld bij de sollicitatie en wordt ook portaltoegang verleend. De workflowactie 'automatisch registreren' bestaat echter niet. Kan het zijn dat het help artikel outdated is en dat er moet staan ""Sollicitant en portaltoegang bijwerken: Met behulp van deze ....""? Als dit zo is, dan is de benaming ""Sollicitant en portaltoegang bijwerken"" een beetje vreemd. Immers: de sollicitant bestaat nog niet. Hoe kan je dan iets bijwerken? Aanvullende details: - Kun je bevestigen of je specifiek wilt weten of de actie 'Sollicitant en portaltoegang bijwerken' de sollicitant aanmaakt of alleen bijwerkt? - Ik wil weten wanneer de sollicitant wordt aangemaakt in de nieuwe workflow. - Kun je aangeven of je de nieuwe workflow al hebt getest en wat de resultaten waren? - nee - Kun je de exacte tekst of een screenshot van het helpartikel delen? - Sollicitatie onboarden met e-mail (Profit) Met de workflow Sollicitatie onboarden met e-mail ben je in staat om het sollicitatieproces volledig digitaal af te handelen. Van het uitnodigen tot aan het in dienst nemen. In deze workflow wordt ook de e-mail voor portaltoegang verzonden. Waarom welke stappen? Automatisch registreren Met behulp van deze workflowactie worden de gegevens van de persoon en de sollicitant bijgewerkt op basis van de gegevens die zijn ingevuld bij de sollicitatie en wordt ook portaltoegang verleend. E-mail portaltoegang verlenen Met deze actie wordt de e-mail portaltoegang verstuurd aan de sollicitant. Beoordelen De verantwoordelijke van de vacature beoordeelt de sollicitatie. Het verdere verloop van het in dienst/onboarden proces pak je op vanaf de stamkaart van de sollicitant."
